date,question,profil,réponse,ratio
01/02/2011,Transport,78 - Yvelines,Pas du tout satisfait,"23,90"
01/02/2011,Transport,91 - Essonne,Pas du tout satisfait,"22,60"
01/02/2011,Transport,92 - Hauts-de-seine,Pas du tout satisfait,"8,10"
01/02/2011,Transport,93 - Seine-Saint-Denis,Pas du tout satisfait,"16,40"
01/02/2011,Transport,94 - Val-de-Marne,Pas du tout satisfait,"16,10"
01/02/2011,Transport,95 - Val d'Oise,Pas du tout satisfait,"24,70"
01/02/2011,Environnement,Total,Pas du tout satisfait,"8,70"
01/02/2011,Environnement,Homme,Pas du tout satisfait,"8,90"
01/02/2011,Environnement,Femme,Pas du tout satisfait,"8,50"
01/02/2011,Environnement,18 - 24 ans,Pas du tout satisfait,"8,10"
01/02/2011,Environnement,25 - 34 ans,Pas du tout satisfait,"8,80"
01/02/2011,Environnement,35 - 49 ans,Pas du tout satisfait,"8,30"
01/02/2011,Environnement,50 - 64 ans,Pas du tout satisfait,"9,90"
01/02/2011,Environnement,65 ans et +,Pas du tout satisfait,"8,00"
01/02/2011,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas du tout satisfait,"9,60"
01/02/2011,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",Pas du tout satisfait,"7,00"
01/02/2011,Environnement,Employé et personnel de service,Pas du tout satisfait,"6,90"
01/02/2011,Environnement,Ouvrier qualifié et non qualifié,Pas du tout satisfait,"10,60"
01/02/2011,Environnement,Retraité,Pas du tout satisfait,"9,80"
01/02/2011,Environnement,75 - Paris,Pas du tout satisfait,"10,90"
01/02/2011,Environnement,77 - Seine et Marne,Pas du tout satisfait,"4,70"
01/02/2011,Environnement,78 - Yvelines,Pas du tout satisfait,"5,80"
01/02/2011,Environnement,91 - Essonne,Pas du tout satisfait,"9,50"
01/02/2011,Environnement,92 - Hauts-de-seine,Pas du tout satisfait,"6,10"
01/02/2011,Environnement,93 - Seine-Saint-Denis,Pas du tout satisfait,"9,30"
01/02/2011,Environnement,94 - Val-de-Marne,Pas du tout satisfait,"9,90"
01/02/2011,Environnement,95 - Val d'Oise,Pas du tout satisfait,"12,20"
01/02/2011,Economique,Total,Pas du tout satisfait,"10,80"
01/02/2011,Economique,Homme,Pas du tout satisfait,"11,40"
01/02/2011,Economique,Femme,Pas du tout satisfait,"10,30"
01/02/2011,Economique,18 - 24 ans,Pas du tout satisfait,"10,40"
01/02/2011,Economique,25 - 34 ans,Pas du tout satisfait,"9,50"
01/02/2011,Economique,35 - 49 ans,Pas du tout satisfait,"11,20"
01/02/2011,Economique,50 - 64 ans,Pas du tout satisfait,"14,20"
01/02/2011,Economique,65 ans et +,Pas du tout satisfait,"8,20"
01/02/2011,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Pas du tout satisfait,"7,20"
01/02/2011,Economique,"Profession intermédiaire (technicien, agent de maitrise)",Pas du tout satisfait,"10,40"
01/02/2011,Economique,Employé et personnel de service,Pas du tout satisfait,"10,00"
01/02/2011,Economique,Ouvrier qualifié et non qualifié,Pas du tout satisfait,"13,20"
01/02/2011,Economique,Retraité,Pas du tout satisfait,"9,90"
01/02/2011,Economique,75 - Paris,Pas du tout satisfait,"9,80"
01/02/2011,Economique,77 - Seine et Marne,Pas du tout satisfait,"10,40"
01/02/2011,Economique,78 - Yvelines,Pas du tout satisfait,"6,60"
01/02/2011,Economique,91 - Essonne,Pas du tout satisfait,"10,10"
01/02/2011,Economique,92 - Hauts-de-seine,Pas du tout satisfait,"8,10"
01/02/2011,Economique,93 - Seine-Saint-Denis,Pas du tout satisfait,"19,40"
01/02/2011,Economique,94 - Val-de-Marne,Pas du tout satisfait,"14,70"
01/02/2011,Economique,95 - Val d'Oise,Pas du tout satisfait,"7,80"
01/02/2011,Transport,Total,(Ne se prononce pas),"8,10"
01/02/2011,Transport,Homme,(Ne se prononce pas),"9,50"
01/02/2011,Transport,Femme,(Ne se prononce pas),"6,80"
01/02/2011,Transport,18 - 24 ans,(Ne se prononce pas),"0,60"
01/02/2011,Transport,25 - 34 ans,(Ne se prononce pas),"7,30"
01/02/2011,Transport,35 - 49 ans,(Ne se prononce pas),"7,40"
01/02/2011,Transport,50 - 64 ans,(Ne se prononce pas),"8,70"
01/02/2011,Transport,65 ans et +,(Ne se prononce pas),"15,50"
01/02/2011,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",(Ne se prononce pas),"1,70"
01/02/2011,Transport,"Profession intermédiaire (technicien, agent de maitrise)",(Ne se prononce pas),"6,70"
01/02/2011,Transport,Employé et personnel de service,(Ne se prononce pas),"6,00"
01/02/2011,Transport,Ouvrier qualifié et non qualifié,(Ne se prononce pas),"10,20"
01/02/2011,Transport,Retraité,(Ne se prononce pas),"13,50"
01/02/2011,Transport,75 - Paris,(Ne se prononce pas),"2,70"
01/02/2011,Transport,77 - Seine et Marne,(Ne se prononce pas),"19,50"
01/02/2011,Transport,78 - Yvelines,(Ne se prononce pas),"8,00"
01/02/2011,Transport,91 - Essonne,(Ne se prononce pas),"10,00"
01/02/2011,Transport,92 - Hauts-de-seine,(Ne se prononce pas),"6,00"
01/02/2011,Transport,93 - Seine-Saint-Denis,(Ne se prononce pas),"7,80"
01/02/2011,Transport,94 - Val-de-Marne,(Ne se prononce pas),"5,30"
01/02/2011,Transport,95 - Val d'Oise,(Ne se prononce pas),"10,40"
01/02/2011,Environnement,Total,(Ne se prononce pas),"0,10"
01/02/2011,Environnement,Homme,(Ne se prononce pas),"0,20"
01/02/2011,Environnement,Femme,(Ne se prononce pas),"0,00"
01/02/2011,Environnement,18 - 24 ans,(Ne se prononce pas),"0,00"
01/02/2011,Environnement,25 - 34 ans,(Ne se prononce pas),"0,00"
01/02/2011,Environnement,35 - 49 ans,(Ne se prononce pas),"0,00"
01/02/2011,Environnement,50 - 64 ans,(Ne se prononce pas),"0,00"
01/02/2011,Environnement,65 ans et +,(Ne se prononce pas),"0,60"
01/02/2011,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",(Ne se prononce pas),"0,00"
01/02/2011,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",(Ne se prononce pas),"0,00"
01/02/2011,Environnement,Employé et personnel de service,(Ne se prononce pas),"0,00"
01/02/2011,Environnement,Ouvrier qualifié et non qualifié,(Ne se prononce pas),"0,00"
01/02/2011,Environnement,Retraité,(Ne se prononce pas),"0,40"
01/02/2011,Environnement,75 - Paris,(Ne se prononce pas),"0,00"
01/02/2011,Environnement,77 - Seine et Marne,(Ne se prononce pas),"0,00"
01/02/2011,Environnement,78 - Yvelines,(Ne se prononce pas),"0,00"
01/02/2011,Environnement,91 - Essonne,(Ne se prononce pas),"0,00"
01/02/2011,Environnement,92 - Hauts-de-seine,(Ne se prononce pas),"0,70"
01/02/2011,Environnement,93 - Seine-Saint-Denis,(Ne se prononce pas),"0,00"
01/02/2011,Environnement,94 - Val-de-Marne,(Ne se prononce pas),"0,00"
01/02/2011,Environnement,95 - Val d'Oise,(Ne se prononce pas),"0,00"
01/02/2011,Economique,Total,(Ne se prononce pas),"4,50"
01/02/2011,Economique,Homme,(Ne se prononce pas),"4,70"
01/02/2011,Economique,Femme,(Ne se prononce pas),"4,40"
01/02/2011,Economique,18 - 24 ans,(Ne se prononce pas),"2,80"
01/02/2011,Economique,25 - 34 ans,(Ne se prononce pas),"1,10"
01/02/2011,Economique,35 - 49 ans,(Ne se prononce pas),"3,40"
01/02/2011,Economique,50 - 64 ans,(Ne se prononce pas),"4,90"
01/02/2011,Economique,65 ans et +,(Ne se prononce pas),"12,30"
01/02/2011,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",(Ne se prononce pas),"1,50"
01/02/2011,Economique,"Profession intermédiaire (technicien, agent de maitrise)",(Ne se prononce pas),"3,90"
01/02/2011,Economique,Employé et personnel de service,(Ne se prononce pas),"2,60"
01/02/2011,Economique,Ouvrier qualifié et non qualifié,(Ne se prononce pas),"3,30"
01/02/2011,Economique,Retraité,(Ne se prononce pas),"10,30"
01/02/2011,Economique,75 - Paris,(Ne se prononce pas),"7,50"
01/02/2011,Economique,77 - Seine et Marne,(Ne se prononce pas),"5,50"
01/02/2011,Economique,78 - Yvelines,(Ne se prononce pas),"2,30"
01/02/2011,Economique,91 - Essonne,(Ne se prononce pas),"3,90"
01/02/2011,Economique,92 - Hauts-de-seine,(Ne se prononce pas),"6,30"
01/02/2011,Economique,93 - Seine-Saint-Denis,(Ne se prononce pas),"1,40"
01/02/2011,Economique,94 - Val-de-Marne,(Ne se prononce pas),"3,10"
01/02/2011,Economique,95 - Val d'Oise,(Ne se prononce pas),"4,80"
01/04/2011,Transport,Total,ratio,"0,65"
01/04/2011,Transport,Homme,ratio,"0,69"
01/04/2011,Transport,Femme,ratio,"0,61"
01/04/2011,Transport,18 - 24 ans,ratio,"0,73"
01/04/2011,Transport,25 - 34 ans,ratio,"0,66"
01/04/2011,Transport,35 - 49 ans,ratio,"0,62"
01/04/2011,Transport,50 - 64 ans,ratio,"0,64"
01/04/2011,Transport,65 ans et +,ratio,"0,63"
01/04/2011,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ratio,"0,63"
01/04/2011,Transport,"Profession intermédiaire (technicien, agent de maitrise)",ratio,"0,64"
01/04/2011,Transport,Employé et personnel de service,ratio,"0,59"
01/04/2011,Transport,Ouvrier qualifié et non qualifié,ratio,"0,65"
01/04/2011,Transport,Retraité,ratio,"0,65"
01/04/2011,Transport,75 - Paris,ratio,"0,77"
01/04/2011,Transport,77 - Seine et Marne,ratio,"0,60"
01/04/2011,Transport,78 - Yvelines,ratio,"0,58"
01/04/2011,Transport,91 - Essonne,ratio,"0,50"
01/04/2011,Transport,92 - Hauts-de-seine,ratio,"0,75"
01/04/2011,Transport,93 - Seine-Saint-Denis,ratio,"0,62"
01/04/2011,Transport,94 - Val-de-Marne,ratio,"0,66"
01/04/2011,Transport,95 - Val d'Oise,ratio,"0,58"
01/04/2011,Environnement,Total,ratio,"0,60"
01/04/2011,Environnement,Homme,ratio,"0,63"
01/04/2011,Environnement,Femme,ratio,"0,58"
01/04/2011,Environnement,18 - 24 ans,ratio,"0,58"
01/04/2011,Environnement,25 - 34 ans,ratio,"0,56"
01/04/2011,Environnement,35 - 49 ans,ratio,"0,54"
01/04/2011,Environnement,50 - 64 ans,ratio,"0,65"
01/04/2011,Environnement,65 ans et +,ratio,"0,73"
01/04/2011,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ratio,"0,57"
01/04/2011,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",ratio,"0,51"
01/04/2011,Environnement,Employé et personnel de service,ratio,"0,60"
01/04/2011,Environnement,Ouvrier qualifié et non qualifié,ratio,"0,62"
01/04/2011,Environnement,Retraité,ratio,"0,70"
01/04/2011,Environnement,75 - Paris,ratio,"0,55"
01/04/2011,Environnement,77 - Seine et Marne,ratio,"0,71"
01/04/2011,Environnement,78 - Yvelines,ratio,"0,76"
01/04/2011,Environnement,91 - Essonne,ratio,"0,63"
01/04/2011,Environnement,92 - Hauts-de-seine,ratio,"0,65"
01/04/2011,Environnement,93 - Seine-Saint-Denis,ratio,"0,39"
01/04/2011,Environnement,94 - Val-de-Marne,ratio,"0,58"
01/04/2011,Environnement,95 - Val d'Oise,ratio,"0,58"
01/04/2011,Economique,Total,ratio,"0,58"
01/04/2011,Economique,Homme,ratio,"0,62"
01/04/2011,Economique,Femme,ratio,"0,53"
01/04/2011,Economique,18 - 24 ans,ratio,"0,63"
01/04/2011,Economique,25 - 34 ans,ratio,"0,61"
01/04/2011,Economique,35 - 49 ans,ratio,"0,57"
01/04/2011,Economique,50 - 64 ans,ratio,"0,55"
01/04/2011,Economique,65 ans et +,ratio,"0,52"
01/04/2011,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ratio,"0,68"
01/04/2011,Economique,"Profession intermédiaire (technicien, agent de maitrise)",ratio,"0,62"
01/04/2011,Economique,Employé et personnel de service,ratio,"0,54"
01/04/2011,Economique,Ouvrier qualifié et non qualifié,ratio,"0,47"
01/04/2011,Economique,Retraité,ratio,"0,52"
01/04/2011,Economique,75 - Paris,ratio,"0,61"
01/04/2011,Economique,77 - Seine et Marne,ratio,"0,54"
01/04/2011,Economique,78 - Yvelines,ratio,"0,65"
01/04/2011,Economique,91 - Essonne,ratio,"0,61"
01/04/2011,Economique,92 - Hauts-de-seine,ratio,"0,60"
01/04/2011,Economique,93 - Seine-Saint-Denis,ratio,"0,46"
01/04/2011,Economique,94 - Val-de-Marne,ratio,"0,60"
01/04/2011,Economique,95 - Val d'Oise,ratio,"0,53"
01/04/2011,Transport,Total,ST+,"60,20"
01/04/2011,Transport,Homme,ST+,"62,70"
01/04/2011,Transport,Femme,ST+,"57,80"
01/04/2011,Transport,18 - 24 ans,ST+,"69,80"
01/04/2011,Transport,25 - 34 ans,ST+,"64,00"
01/04/2011,Transport,35 - 49 ans,ST+,"57,40"
01/04/2011,Transport,50 - 64 ans,ST+,"58,50"
01/04/2011,Transport,65 ans et +,ST+,"54,70"
01/04/2011,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST+,"60,90"
01/04/2011,Transport,"Profession intermédiaire (technicien, agent de maitrise)",ST+,"60,00"
01/04/2011,Transport,Employé et personnel de service,ST+,"57,50"
01/04/2011,Transport,Ouvrier qualifié et non qualifié,ST+,"60,50"
01/04/2011,Transport,Retraité,ST+,"57,40"
01/04/2011,Transport,75 - Paris,ST+,"73,80"
01/04/2011,Transport,77 - Seine et Marne,ST+,"52,10"
01/04/2011,Transport,78 - Yvelines,ST+,"54,00"
01/04/2011,Transport,91 - Essonne,ST+,"45,10"
01/04/2011,Transport,92 - Hauts-de-seine,ST+,"68,70"
01/04/2011,Transport,93 - Seine-Saint-Denis,ST+,"59,60"
01/04/2011,Transport,94 - Val-de-Marne,ST+,"62,60"
01/04/2011,Transport,95 - Val d'Oise,ST+,"53,10"
01/04/2011,Environnement,Total,ST+,"59,80"
01/04/2011,Environnement,Homme,ST+,"62,40"
01/04/2011,Environnement,Femme,ST+,"57,30"
01/04/2011,Environnement,18 - 24 ans,ST+,"58,30"
01/04/2011,Environnement,25 - 34 ans,ST+,"55,60"
01/04/2011,Environnement,35 - 49 ans,ST+,"53,80"
01/04/2011,Environnement,50 - 64 ans,ST+,"63,80"
01/04/2011,Environnement,65 ans et +,ST+,"72,10"
01/04/2011,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST+,"56,70"
01/04/2011,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",ST+,"50,80"
01/04/2011,Environnement,Employé et personnel de service,ST+,"60,20"
01/04/2011,Environnement,Ouvrier qualifié et non qualifié,ST+,"61,30"
01/04/2011,Environnement,Retraité,ST+,"69,00"
01/04/2011,Environnement,75 - Paris,ST+,"54,70"
01/04/2011,Environnement,77 - Seine et Marne,ST+,"71,00"
01/04/2011,Environnement,78 - Yvelines,ST+,"75,60"
01/04/2011,Environnement,91 - Essonne,ST+,"63,40"
01/04/2011,Environnement,92 - Hauts-de-seine,ST+,"65,10"
01/04/2011,Environnement,93 - Seine-Saint-Denis,ST+,"38,30"
01/04/2011,Environnement,94 - Val-de-Marne,ST+,"57,80"
01/04/2011,Environnement,95 - Val d'Oise,ST+,"57,70"
01/04/2011,Economique,Total,ST+,"54,50"
01/04/2011,Economique,Homme,ST+,"57,90"
01/04/2011,Economique,Femme,ST+,"51,30"
01/04/2011,Economique,18 - 24 ans,ST+,"60,40"
01/04/2011,Economique,25 - 34 ans,ST+,"59,10"
01/04/2011,Economique,35 - 49 ans,ST+,"55,20"
01/04/2011,Economique,50 - 64 ans,ST+,"51,50"
01/04/2011,Economique,65 ans et +,ST+,"46,20"
01/04/2011,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST+,"65,50"
01/04/2011,Economique,"Profession intermédiaire (technicien, agent de maitrise)",ST+,"60,30"
01/04/2011,Economique,Employé et personnel de service,ST+,"53,50"
01/04/2011,Economique,Ouvrier qualifié et non qualifié,ST+,"44,00"
01/04/2011,Economique,Retraité,ST+,"47,60"
01/04/2011,Economique,75 - Paris,ST+,"56,30"
01/04/2011,Economique,77 - Seine et Marne,ST+,"50,90"
01/04/2011,Economique,78 - Yvelines,ST+,"62,50"
01/04/2011,Economique,91 - Essonne,ST+,"59,00"
01/04/2011,Economique,92 - Hauts-de-seine,ST+,"55,50"
01/04/2011,Economique,93 - Seine-Saint-Denis,ST+,"44,10"
01/04/2011,Economique,94 - Val-de-Marne,ST+,"56,00"
01/04/2011,Economique,95 - Val d'Oise,ST+,"51,50"
01/04/2011,Transport,Total,ST-,"32,60"
01/04/2011,Transport,Homme,ST-,"27,90"
01/04/2011,Transport,Femme,ST-,"37,00"
01/04/2011,Transport,18 - 24 ans,ST-,"26,40"
01/04/2011,Transport,25 - 34 ans,ST-,"32,40"
01/04/2011,Transport,35 - 49 ans,ST-,"35,40"
01/04/2011,Transport,50 - 64 ans,ST-,"32,70"
01/04/2011,Transport,65 ans et +,ST-,"32,50"
01/04/2011,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST-,"35,30"
01/04/2011,Transport,"Profession intermédiaire (technicien, agent de maitrise)",ST-,"33,10"
01/04/2011,Transport,Employé et personnel de service,ST-,"40,20"
01/04/2011,Transport,Ouvrier qualifié et non qualifié,ST-,"32,20"
01/04/2011,Transport,Retraité,ST-,"31,30"
01/04/2011,Transport,75 - Paris,ST-,"21,50"
01/04/2011,Transport,77 - Seine et Marne,ST-,"34,40"
01/04/2011,Transport,78 - Yvelines,ST-,"38,70"
01/04/2011,Transport,91 - Essonne,ST-,"44,50"
01/04/2011,Transport,92 - Hauts-de-seine,ST-,"23,00"
01/04/2011,Transport,93 - Seine-Saint-Denis,ST-,"37,30"
01/04/2011,Transport,94 - Val-de-Marne,ST-,"32,10"
01/04/2011,Transport,95 - Val d'Oise,ST-,"38,90"
01/04/2011,Environnement,Total,ST-,"39,80"
01/04/2011,Environnement,Homme,ST-,"37,30"
01/04/2011,Environnement,Femme,ST-,"42,20"
01/04/2011,Environnement,18 - 24 ans,ST-,"41,70"
01/04/2011,Environnement,25 - 34 ans,ST-,"44,40"
01/04/2011,Environnement,35 - 49 ans,ST-,"46,20"
01/04/2011,Environnement,50 - 64 ans,ST-,"35,10"
01/04/2011,Environnement,65 ans et +,ST-,"26,80"
01/04/2011,Environnement,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST-,"43,30"
01/04/2011,Environnement,"Profession intermédiaire (technicien, agent de maitrise)",ST-,"49,20"
01/04/2011,Environnement,Employé et personnel de service,ST-,"39,80"
01/04/2011,Environnement,Ouvrier qualifié et non qualifié,ST-,"37,80"
01/04/2011,Environnement,Retraité,ST-,"29,80"
01/04/2011,Environnement,75 - Paris,ST-,"44,40"
01/04/2011,Environnement,77 - Seine et Marne,ST-,"29,00"
01/04/2011,Environnement,78 - Yvelines,ST-,"24,40"
01/04/2011,Environnement,91 - Essonne,ST-,"36,60"
01/04/2011,Environnement,92 - Hauts-de-seine,ST-,"34,90"
01/04/2011,Environnement,93 - Seine-Saint-Denis,ST-,"60,00"
01/04/2011,Environnement,94 - Val-de-Marne,ST-,"42,20"
01/04/2011,Environnement,95 - Val d'Oise,ST-,"42,30"
01/04/2011,Economique,Total,ST-,"40,20"
01/04/2011,Economique,Homme,ST-,"35,20"
01/04/2011,Economique,Femme,ST-,"44,80"
01/04/2011,Economique,18 - 24 ans,ST-,"36,20"
01/04/2011,Economique,25 - 34 ans,ST-,"37,60"
01/04/2011,Economique,35 - 49 ans,ST-,"40,90"
01/04/2011,Economique,50 - 64 ans,ST-,"42,30"
01/04/2011,Economique,65 ans et +,ST-,"42,80"
01/04/2011,Economique,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",ST-,"30,70"
01/04/2011,Economique,"Profession intermédiaire (technicien, agent de maitrise)",ST-,"36,50"
01/04/2011,Economique,Employé et personnel de service,ST-,"45,20"
01/04/2011,Economique,Ouvrier qualifié et non qualifié,ST-,"50,50"
01/04/2011,Economique,Retraité,ST-,"44,10"
01/04/2011,Economique,75 - Paris,ST-,"35,90"
01/04/2011,Economique,77 - Seine et Marne,ST-,"42,80"
01/04/2011,Economique,78 - Yvelines,ST-,"33,70"
01/04/2011,Economique,91 - Essonne,ST-,"38,20"
01/04/2011,Economique,92 - Hauts-de-seine,ST-,"37,60"
01/04/2011,Economique,93 - Seine-Saint-Denis,ST-,"52,10"
01/04/2011,Economique,94 - Val-de-Marne,ST-,"36,90"
01/04/2011,Economique,95 - Val d'Oise,ST-,"46,30"
01/04/2011,Transport,Total,Très satisfait,"10,30"
01/04/2011,Transport,Homme,Très satisfait,"10,90"
01/04/2011,Transport,Femme,Très satisfait,"9,70"
01/04/2011,Transport,18 - 24 ans,Très satisfait,"10,50"
01/04/2011,Transport,25 - 34 ans,Très satisfait,"9,90"
01/04/2011,Transport,35 - 49 ans,Très satisfait,"6,80"
01/04/2011,Transport,50 - 64 ans,Très satisfait,"12,70"
01/04/2011,Transport,65 ans et +,Très satisfait,"14,00"
01/04/2011,Transport,"Cadre, profession libérale, profession intellectuelle supérieure, chef d’entreprise de 10 salariés ou plus",Très satisfait,"7,50"
01/04/2011,Transport,"Profession intermédiaire (technicien, agent de maitrise)",Très satisfait,"5,10"
